108.630 773.22 757.14 7143.28 310.64 24.9828 305.80  54.35 0.001125
107.936 773.22 757.16 7143.29 314.88 24.9826 313.12  47.02 0.001124
107.867 773.22 757.16 7143.29 315.30 24.9827 313.87  46.28 0.001124
105.856 772.97 757.43 7143.30 327.59 24.9817 337.06  23.03 0.001087
104.677 773.01 757.42 7143.31 334.78 24.9813 348.70  11.35 0.001091
103.915 772.84 757.59 7143.32 339.44 24.9810 358.03   2.03 0.001068
103.013 772.85 757.61 7143.33 344.94 24.9809   7.16 352.88 0.001067
101.973 772.85 757.64 7143.34 351.29 24.9805  17.95 342.06 0.001064
101.072 772.84 757.67 7143.36 356.79 24.9805  27.25 332.74 0.001062
100.101 772.84 757.70 7143.37   2.72 24.9799  37.24 322.74 0.001059
 99.130 773.00 757.58 7143.39   8.65 24.9798  48.68 311.27 0.001079
 98.090 773.16 757.45 7143.41  15.00 24.9802  60.36 299.58 0.001099
 97.120 773.16 757.49 7143.42  20.93 24.9804  69.96 289.97 0.001097
 96.149 773.25 757.43 7143.44  26.85 24.9807  79.94 279.99 0.001108
 95.178 773.40 757.32 7143.46  32.78 24.9813  89.08 270.85 0.001125
 94.207 773.53 757.22 7143.47  38.70 24.9816  98.83 261.09 0.001142
 92.197 773.67 757.14 7143.50  50.98 24.9822 118.15 241.78 0.001157
 90.186 773.65 757.20 7143.53  63.26 24.9830 138.68 221.29 0.001151
 89.284 773.57 757.31 7143.54  68.76 24.9832 148.16 211.82 0.001138
 88.314 773.61 757.29 7143.55  74.68 24.9836 157.56 202.45 0.001142
 88.036 773.64 757.27 7143.55  76.38 24.9839 159.74 200.27 0.001145
 87.204 773.59 757.33 7143.56  81.46 24.9841 168.20 191.82 0.001138
 86.234 773.53 757.41 7143.57  87.38 24.9842 178.62 181.43 0.001128
 84.223 773.35 757.62 7143.59  99.66 24.9845 199.98 160.11 0.001101
 83.183 773.34 757.65 7143.59 106.01 24.9846 210.82 149.29 0.001098
 82.212 773.34 757.66 7143.60 111.93 24.9846 220.83 139.30 0.001097
 81.172 773.32 757.68 7143.60 118.29 24.9843 231.47 128.68 0.001095
 80.201 773.31 757.70 7143.61 124.21 24.9841 241.32 118.84 0.001092
 79.230 773.35 757.67 7143.61 130.14 24.9837 251.65 108.52 0.001098
 77.219 773.26 757.78 7143.62 142.42 24.9829 271.35  88.83 0.001084
 75.555 773.24 757.83 7143.64 152.58 24.9825 288.59  71.58 0.001079
 73.614 773.17 757.93 7143.65 164.43 24.9823 308.84  51.31 0.001066
 72.643 773.11 758.02 7143.66 170.35 24.9825 319.25  40.88 0.001056
 71.672 773.11 758.04 7143.67 176.28 24.9826 329.64  30.47 0.001055
 70.563 773.10 758.06 7143.68 183.05 24.9828 341.75  18.33 0.001053
 68.690 773.13 758.08 7143.70 194.48 24.9834   1.83 358.22 0.001053
 67.720 773.15 758.07 7143.71 200.41 24.9838  12.56 347.47 0.001055
 66.749 773.21 758.03 7143.72 206.34 24.9838  22.58 337.42 0.001062
 65.778 773.26 758.00 7143.73 212.26 24.9841  33.40 326.58 0.001068
 64.807 773.34 757.94 7143.74 218.19 24.9845  43.65 316.32 0.001078
 63.767 773.41 757.88 7143.75 224.54 24.9849  54.50 305.45 0.001087
 63.559 773.45 757.85 7143.75 225.81 24.9850  56.77 303.17 0.001091
 61.826 773.42 757.90 7143.76 236.39 24.9855  73.30 286.63 0.001086
 60.855 773.42 757.92 7143.77 242.32 24.9863  83.21 276.72 0.001085
 59.884 773.48 757.87 7143.78 248.25 24.9869  92.80 267.12 0.001093
 58.913 773.49 757.88 7143.78 254.18 24.9873 102.62 257.31 0.001092
 57.942 773.58 757.79 7143.79 260.11 24.9875 112.13 247.80 0.001105
 56.625 773.64 757.74 7143.79 268.15 24.9875 125.73 234.21 0.001113
 55.862 773.67 757.72 7143.79 272.80 24.9873 133.77 226.19 0.001116
 54.683 773.63 757.76 7143.80 280.00 24.9871 146.42 213.56 0.001111
 53.990 773.61 757.79 7143.80 284.23 24.9870 153.72 206.27 0.001108
 53.019 773.71 757.70 7143.80 290.16 24.9867 163.70 196.32 0.001120
 52.048 773.76 757.64 7143.80 296.08 24.9868 173.55 186.48 0.001128
 51.910 773.76 757.65 7143.81 296.93 24.9870 174.86 185.18 0.001127
